"F24111";"F24111000";"1"	
"F24112";"F24111000";"0"	
"F24113";"F24111000";"0"	
"F24111";"F24111001";"1"	
"F24112";"F24111001";"0"	
"F24113";"F24111001";"0"	
"F24111";"F24111002";"1"	
"F24112";"F24111002";"0"	
"F24113";"F24111002";"0"	
"F24111";"F24111003";"1"	
"F24112";"F24111003";"0"	
"F24113";"F24111003";"0"	
"F24111";"F24111004";"1"	
"F24112";"F24111004";"0"	
"F24113";"F24111004";"0"	
"F24111";"F24111005";"1"	
"F24112";"F24111005";"0"	
"F24113";"F24111005";"0"	
"F24111";"F24111006";"1"	
"F24112";"F24111006";"0"	
"F24113";"F24111006";"0"	
"F24111";"F24111007";"1"	
"F24112";"F24111007";"0"	
"F24113";"F24111007";"0"	
"F24111";"F24111008";"1"	
"F24112";"F24111008";"0"	
"F24113";"F24111008";"0"	
"F24111";"F24111009";"1"	
"F24112";"F24111009";"0"	
"F24113";"F24111009";"0"	
"F24111";"F24111010";"1"	
"F24112";"F24111010";"0"	
"F24113";"F24111010";"0"	
"F24111";"F24111011";"1"	
"F24112";"F24111011";"0"	
"F24113";"F24111011";"0"	
"F24111";"F24111012";"1"	
"F24112";"F24111012";"0"	
"F24113";"F24111012";"0"	
"F24111";"F24111013";"1"	
"F24112";"F24111013";"0"	
"F24113";"F24111013";"0"	
"F24111";"F24111014";"1"	
"F24112";"F24111014";"0"	
"F24113";"F24111014";"0"	
"F24111";"F24111015";"1"	
"F24112";"F24111015";"0"	
"F24113";"F24111015";"0"	
"F24111";"F24111016";"1"	
"F24112";"F24111016";"0"	
"F24113";"F24111016";"0"	
"F24111";"F24111017";"1"	
"F24112";"F24111017";"0"	
"F24113";"F24111017";"0"	
"F24111";"F24111018";"1"	
"F24112";"F24111018";"0"	
"F24113";"F24111018";"0"	
"F24111";"F24111019";"1"	
"F24112";"F24111019";"0"	
"F24113";"F24111019";"0"	
"F24111";"F24111020";"1"	
"F24112";"F24111020";"0"	
"F24113";"F24111020";"0"	
"F24111";"F24111021";"1"	
"F24112";"F24111021";"0"	
"F24113";"F24111021";"0"	
"F24111";"F24111022";"1"	
"F24112";"F24111022";"0"	
"F24113";"F24111022";"0"	
"F24111";"F24111023";"1"	
"F24112";"F24111023";"0"	
"F24113";"F24111023";"0"	
"F24111";"F24111024";"1"	
"F24112";"F24111024";"0"	
"F24113";"F24111024";"0"	
"F24111";"F24111025";"1"	
"F24112";"F24111025";"0"	
"F24113";"F24111025";"0"	
"F24111";"F24111026";"1"	
"F24112";"F24111026";"0"	
"F24113";"F24111026";"0"	
"F24111";"F24111027";"1"	
"F24112";"F24111027";"0"	
"F24113";"F24111027";"0"	
"F24111";"F24111028";"1"	
"F24112";"F24111028";"0"	
"F24113";"F24111028";"0"	
"F24111";"F24111029";"1"	
"F24112";"F24111029";"0"	
"F24113";"F24111029";"0"	
"F24111";"F24111030";"1"	
"F24112";"F24111030";"0"	
"F24113";"F24111030";"0"	
"F24111";"F24111031";"1"	
"F24112";"F24111031";"0"	
"F24113";"F24111031";"0"	
"F24111";"F24111032";"1"	
"F24112";"F24111032";"0"	
"F24113";"F24111032";"0"	
"F24111";"F24111033";"1"	
"F24112";"F24111033";"0"	
"F24113";"F24111033";"0"	
"F24111";"F24111034";"1"	
"F24112";"F24111034";"0"	
"F24113";"F24111034";"0"	
"F24111";"F24111035";"1"	
"F24112";"F24111035";"0"	
"F24113";"F24111035";"0"	
"F24111";"F24111036";"1"	
"F24112";"F24111036";"0"	
"F24113";"F24111036";"0"	
"F24111";"F24111037";"1"	
"F24112";"F24111037";"0"	
"F24113";"F24111037";"0"	
"F24111";"F24111038";"1"	
"F24112";"F24111038";"0"	
"F24113";"F24111038";"0"	
"F24111";"F24111039";"1"	
"F24112";"F24111039";"0"	
"F24113";"F24111039";"0"	
"F24111";"F24111040";"1"	
"F24112";"F24111040";"0"	
"F24113";"F24111040";"0"	
"F24111";"F24111041";"1"	
"F24112";"F24111041";"0"	
"F24113";"F24111041";"0"	
"F24111";"F24111042";"1"	
"F24112";"F24111042";"0"	
"F24113";"F24111042";"0"	
"F24111";"F24111043";"1"	
"F24112";"F24111043";"0"	
"F24113";"F24111043";"0"	
"F24111";"F24111044";"1"	
"F24112";"F24111044";"0"	
"F24113";"F24111044";"0"	
"F24111";"F24111045";"1"	
"F24112";"F24111045";"0"	
"F24113";"F24111045";"0"	
"F24111";"F24111046";"1"	
"F24112";"F24111046";"0"	
"F24113";"F24111046";"0"	
"F24111";"F24111047";"1"	
"F24112";"F24111047";"0"	
"F24113";"F24111047";"0"	
"F24111";"F24111048";"1"	
"F24112";"F24111048";"0"	
"F24113";"F24111048";"0"	
"F24111";"F24111049";"1"	
"F24112";"F24111049";"0"	
"F24113";"F24111049";"0"	
"F24111";"F24111050";"1"	
"F24112";"F24111050";"0"	
"F24113";"F24111050";"0"	
"F24111";"F24111051";"1"	
"F24112";"F24111051";"0"	
"F24113";"F24111051";"0"	
"F24111";"F24111052";"1"	
"F24112";"F24111052";"0"	
"F24113";"F24111052";"0"	
"F24111";"F24111053";"1"	
"F24112";"F24111053";"0"	
"F24113";"F24111053";"0"	
"F24111";"F24111054";"1"	
"F24112";"F24111054";"0"	
"F24113";"F24111054";"0"	
"F24111";"F24111055";"1"	
"F24112";"F24111055";"0"	
"F24113";"F24111055";"0"	
"F24111";"F24111056";"1"	
"F24112";"F24111056";"0"	
"F24113";"F24111056";"0"	
"F24111";"F24111057";"1"	
"F24112";"F24111057";"0"	
"F24113";"F24111057";"0"	
"F24111";"F24111058";"1"	
"F24112";"F24111058";"0"	
"F24113";"F24111058";"0"	
"F24111";"F24111059";"1"	
"F24112";"F24111059";"0"	
"F24113";"F24111059";"0"	
"F24111";"F24111060";"1"	
"F24112";"F24111060";"0"	
"F24113";"F24111060";"0"	
"F24111";"F24111061";"1"	
"F24112";"F24111061";"0"	
"F24113";"F24111061";"0"	
"F24111";"F24111062";"1"	
"F24112";"F24111062";"0"	
"F24113";"F24111062";"0"	
"F24111";"F24111063";"1"	
"F24112";"F24111063";"0"	
"F24113";"F24111063";"0"	
"F24111";"F24111064";"1"	
"F24112";"F24111064";"0"	
"F24113";"F24111064";"0"	
"F24111";"F24111065";"1"	
"F24112";"F24111065";"0"	
"F24113";"F24111065";"0"	
"F24111";"F24111066";"1"	
"F24112";"F24111066";"0"	
"F24113";"F24111066";"0"	
"F24111";"F24111067";"1"	
"F24112";"F24111067";"0"	
"F24113";"F24111067";"0"	
"F24111";"F24111068";"1"	
"F24112";"F24111068";"0"	
"F24113";"F24111068";"0"	
"F24111";"F24111069";"1"	
"F24112";"F24111069";"0"	
"F24113";"F24111069";"0"	
"F24111";"F24111070";"1"	
"F24112";"F24111070";"0"	
"F24113";"F24111070";"0"	
"F24111";"F24111071";"1"	
"F24112";"F24111071";"0"	
"F24113";"F24111071";"0"	
"F24111";"F24111072";"1"	
"F24112";"F24111072";"0"	
"F24113";"F24111072";"0"	
"F24111";"F24111073";"1"	
"F24112";"F24111073";"0"	
"F24113";"F24111073";"0"	
"F24111";"F24111074";"1"	
"F24112";"F24111074";"0"	
"F24113";"F24111074";"0"	
"F24111";"F24111075";"1"	
"F24112";"F24111075";"0"	
"F24113";"F24111075";"0"	
"F24112";"F24112000";"1"	
"F24111";"F24112000";"0"	
"F24113";"F24112000";"0"	
"F24112";"F24112001";"1"	
"F24111";"F24112001";"0"	
"F24113";"F24112001";"0"	
"F24112";"F24112002";"1"	
"F24111";"F24112002";"0"	
"F24113";"F24112002";"0"	
"F24112";"F24112003";"1"	
"F24111";"F24112003";"0"	
"F24113";"F24112003";"0"	
"F24112";"F24112004";"1"	
"F24111";"F24112004";"0"	
"F24113";"F24112004";"0"	
"F24112";"F24112005";"1"	
"F24111";"F24112005";"0"	
"F24113";"F24112005";"0"	
"F24112";"F24112006";"1"	
"F24111";"F24112006";"0"	
"F24113";"F24112006";"0"	
"F24112";"F24112007";"1"	
"F24111";"F24112007";"0"	
"F24113";"F24112007";"0"	
"F24112";"F24112008";"1"	
"F24111";"F24112008";"0"	
"F24113";"F24112008";"0"	
"F24112";"F24112009";"1"	
"F24111";"F24112009";"0"	
"F24113";"F24112009";"0"	
"F24112";"F24112010";"1"	
"F24111";"F24112010";"0"	
"F24113";"F24112010";"0"	
"F24112";"F24112011";"1"	
"F24111";"F24112011";"0"	
"F24113";"F24112011";"0"	
"F24112";"F24112012";"1"	
"F24111";"F24112012";"0"	
"F24113";"F24112012";"0"	
"F24112";"F24112013";"1"	
"F24111";"F24112013";"0"	
"F24113";"F24112013";"0"	
"F24112";"F24112014";"1"	
"F24111";"F24112014";"0"	
"F24113";"F24112014";"0"	
"F24112";"F24112015";"1"	
"F24111";"F24112015";"0"	
"F24113";"F24112015";"0"	
"F24112";"F24112016";"1"	
"F24111";"F24112016";"0"	
"F24113";"F24112016";"0"	
"F24112";"F24112017";"1"	
"F24111";"F24112017";"0"	
"F24113";"F24112017";"0"	
"F24112";"F24112018";"1"	
"F24111";"F24112018";"0"	
"F24113";"F24112018";"0"	
"F24112";"F24112019";"1"	
"F24111";"F24112019";"0"	
"F24113";"F24112019";"0"	
"F24112";"F24112020";"1"	
"F24111";"F24112020";"0"	
"F24113";"F24112020";"0"	
"F24112";"F24112021";"1"	
"F24111";"F24112021";"0"	
"F24113";"F24112021";"0"	
"F24112";"F24112022";"1"	
"F24111";"F24112022";"0"	
"F24113";"F24112022";"0"	
"F24112";"F24112023";"1"	
"F24111";"F24112023";"0"	
"F24113";"F24112023";"0"	
"F24112";"F24112024";"1"	
"F24111";"F24112024";"0"	
"F24113";"F24112024";"0"	
"F24112";"F24112025";"1"	
"F24111";"F24112025";"0"	
"F24113";"F24112025";"0"	
"F24112";"F24112026";"1"	
"F24111";"F24112026";"0"	
"F24113";"F24112026";"0"	
"F24112";"F24112027";"1"	
"F24111";"F24112027";"0"	
"F24113";"F24112027";"0"	
"F24112";"F24112028";"1"	
"F24111";"F24112028";"0"	
"F24113";"F24112028";"0"	
"F24112";"F24112029";"1"	
"F24111";"F24112029";"0"	
"F24113";"F24112029";"0"	
"F24112";"F24112030";"1"	
"F24111";"F24112030";"0"	
"F24113";"F24112030";"0"	
"F24112";"F24112031";"1"	
"F24111";"F24112031";"0"	
"F24113";"F24112031";"0"	
"F24112";"F24112032";"1"	
"F24111";"F24112032";"0"	
"F24113";"F24112032";"0"	
"F24112";"F24112033";"1"	
"F24111";"F24112033";"0"	
"F24113";"F24112033";"0"	
"F24112";"F24112034";"1"	
"F24111";"F24112034";"0"	
"F24113";"F24112034";"0"	
"F24112";"F24112035";"1"	
"F24111";"F24112035";"0"	
"F24113";"F24112035";"0"	
"F24112";"F24112036";"1"	
"F24111";"F24112036";"0"	
"F24113";"F24112036";"0"	
"F24112";"F24112037";"1"	
"F24111";"F24112037";"0"	
"F24113";"F24112037";"0"	
"F24112";"F24112038";"1"	
"F24111";"F24112038";"0"	
"F24113";"F24112038";"0"	
"F24112";"F24112039";"1"	
"F24111";"F24112039";"0"	
"F24113";"F24112039";"0"	
"F24112";"F24112040";"1"	
"F24111";"F24112040";"0"	
"F24113";"F24112040";"0"	
"F24112";"F24112041";"1"	
"F24111";"F24112041";"0"	
"F24113";"F24112041";"0"	
"F24112";"F24112042";"1"	
"F24111";"F24112042";"0"	
"F24113";"F24112042";"0"	
"F24112";"F24112043";"1"	
"F24111";"F24112043";"0"	
"F24113";"F24112043";"0"	
"F24112";"F24112044";"1"	
"F24111";"F24112044";"0"	
"F24113";"F24112044";"0"	
"F24112";"F24112045";"1"	
"F24111";"F24112045";"0"	
"F24113";"F24112045";"0"	
"F24112";"F24112046";"1"	
"F24111";"F24112046";"0"	
"F24113";"F24112046";"0"	
"F24112";"F24112047";"1"	
"F24111";"F24112047";"0"	
"F24113";"F24112047";"0"	
"F24112";"F24112048";"1"	
"F24111";"F24112048";"0"	
"F24113";"F24112048";"0"	
"F24112";"F24112049";"1"	
"F24111";"F24112049";"0"	
"F24113";"F24112049";"0"	
"F24112";"F24112050";"1"	
"F24111";"F24112050";"0"	
"F24113";"F24112050";"0"	
"F24112";"F24112051";"1"	
"F24111";"F24112051";"0"	
"F24113";"F24112051";"0"	
"F24112";"F24112052";"1"	
"F24111";"F24112052";"0"	
"F24113";"F24112052";"0"	
"F24112";"F24112053";"1"	
"F24111";"F24112053";"0"	
"F24113";"F24112053";"0"	
"F24112";"F24112054";"1"	
"F24111";"F24112054";"0"	
"F24113";"F24112054";"0"	
"F24112";"F24112055";"1"	
"F24111";"F24112055";"0"	
"F24113";"F24112055";"0"	
"F24112";"F24112056";"1"	
"F24111";"F24112056";"0"	
"F24113";"F24112056";"0"	
"F24112";"F24112057";"1"	
"F24111";"F24112057";"0"	
"F24113";"F24112057";"0"	
"F24112";"F24112058";"1"	
"F24111";"F24112058";"0"	
"F24113";"F24112058";"0"	
"F24112";"F24112059";"1"	
"F24111";"F24112059";"0"	
"F24113";"F24112059";"0"	
"F24112";"F24112060";"1"	
"F24111";"F24112060";"0"	
"F24113";"F24112060";"0"	
"F24112";"F24112061";"1"	
"F24111";"F24112061";"0"	
"F24113";"F24112061";"0"	
"F24112";"F24112062";"1"	
"F24111";"F24112062";"0"	
"F24113";"F24112062";"0"	
"F24112";"F24112063";"1"	
"F24111";"F24112063";"0"	
"F24113";"F24112063";"0"	
"F24112";"F24112064";"1"	
"F24111";"F24112064";"0"	
"F24113";"F24112064";"0"	
"F24112";"F24112065";"1"	
"F24111";"F24112065";"0"	
"F24113";"F24112065";"0"	
"F24112";"F24112066";"1"	
"F24111";"F24112066";"0"	
"F24113";"F24112066";"0"	
"F24112";"F24112067";"1"	
"F24111";"F24112067";"0"	
"F24113";"F24112067";"0"	
"F24112";"F24112068";"1"	
"F24111";"F24112068";"0"	
"F24113";"F24112068";"0"	
"F24112";"F24112069";"1"	
"F24111";"F24112069";"0"	
"F24113";"F24112069";"0"	
"F24112";"F24112070";"1"	
"F24111";"F24112070";"0"	
"F24113";"F24112070";"0"	
"F24112";"F24112071";"1"	
"F24111";"F24112071";"0"	
"F24113";"F24112071";"0"	
"F24112";"F24112072";"1"	
"F24111";"F24112072";"0"	
"F24113";"F24112072";"0"	
"F24112";"F24112073";"1"	
"F24111";"F24112073";"0"	
"F24113";"F24112073";"0"	
"F24112";"F24112074";"1"	
"F24111";"F24112074";"0"	
"F24113";"F24112074";"0"	
"F24112";"F24112075";"1"	
"F24111";"F24112075";"0"	
"F24113";"F24112075";"0"	
"F24113";"F24113000";"1"	
"F24111";"F24113000";"0"	
"F24112";"F24113000";"0"	
"F24113";"F24113001";"1"	
"F24111";"F24113001";"0"	
"F24112";"F24113001";"0"	
"F24113";"F24113002";"1"	
"F24111";"F24113002";"0"	
"F24112";"F24113002";"0"	
"F24113";"F24113003";"1"	
"F24111";"F24113003";"0"	
"F24112";"F24113003";"0"	
"F24113";"F24113004";"1"	
"F24111";"F24113004";"0"	
"F24112";"F24113004";"0"	
"F24113";"F24113005";"1"	
"F24111";"F24113005";"0"	
"F24112";"F24113005";"0"	
"F24113";"F24113006";"1"	
"F24111";"F24113006";"0"	
"F24112";"F24113006";"0"	
"F24113";"F24113007";"1"	
"F24111";"F24113007";"0"	
"F24112";"F24113007";"0"	
"F24113";"F24113008";"1"	
"F24111";"F24113008";"0"	
"F24112";"F24113008";"0"	
"F24113";"F24113009";"1"	
"F24111";"F24113009";"0"	
"F24112";"F24113009";"0"	
"F24113";"F24113010";"1"	
"F24111";"F24113010";"0"	
"F24112";"F24113010";"0"	
"F24113";"F24113011";"1"	
"F24111";"F24113011";"0"	
"F24112";"F24113011";"0"	
"F24113";"F24113012";"1"	
"F24111";"F24113012";"0"	
"F24112";"F24113012";"0"	
"F24113";"F24113013";"1"	
"F24111";"F24113013";"0"	
"F24112";"F24113013";"0"	
"F24113";"F24113014";"1"	
"F24111";"F24113014";"0"	
"F24112";"F24113014";"0"	
"F24113";"F24113015";"1"	
"F24111";"F24113015";"0"	
"F24112";"F24113015";"0"	
"F24113";"F24113016";"1"	
"F24111";"F24113016";"0"	
"F24112";"F24113016";"0"	
"F24113";"F24113017";"1"	
"F24111";"F24113017";"0"	
"F24112";"F24113017";"0"	
"F24113";"F24113018";"1"	
"F24111";"F24113018";"0"	
"F24112";"F24113018";"0"	
"F24113";"F24113019";"1"	
"F24111";"F24113019";"0"	
"F24112";"F24113019";"0"	
"F24113";"F24113020";"1"	
"F24111";"F24113020";"0"	
"F24112";"F24113020";"0"	
"F24113";"F24113021";"1"	
"F24111";"F24113021";"0"	
"F24112";"F24113021";"0"	
"F24113";"F24113022";"1"	
"F24111";"F24113022";"0"	
"F24112";"F24113022";"0"	
"F24113";"F24113023";"1"	
"F24111";"F24113023";"0"	
"F24112";"F24113023";"0"	
"F24113";"F24113024";"1"	
"F24111";"F24113024";"0"	
"F24112";"F24113024";"0"	
"F24113";"F24113025";"1"	
"F24111";"F24113025";"0"	
"F24112";"F24113025";"0"	
"F24113";"F24113026";"1"	
"F24111";"F24113026";"0"	
"F24112";"F24113026";"0"	
"F24113";"F24113027";"1"	
"F24111";"F24113027";"0"	
"F24112";"F24113027";"0"	
"F24113";"F24113028";"1"	
"F24111";"F24113028";"0"	
"F24112";"F24113028";"0"	
"F24113";"F24113029";"1"	
"F24111";"F24113029";"0"	
"F24112";"F24113029";"0"	
"F24113";"F24113030";"1"	
"F24111";"F24113030";"0"	
"F24112";"F24113030";"0"	
"F24113";"F24113031";"1"	
"F24111";"F24113031";"0"	
"F24112";"F24113031";"0"	
"F24113";"F24113032";"1"	
"F24111";"F24113032";"0"	
"F24112";"F24113032";"0"	
"F24113";"F24113033";"1"	
"F24111";"F24113033";"0"	
"F24112";"F24113033";"0"	
"F24113";"F24113034";"1"	
"F24111";"F24113034";"0"	
"F24112";"F24113034";"0"	
"F24113";"F24113035";"1"	
"F24111";"F24113035";"0"	
"F24112";"F24113035";"0"	
"F24113";"F24113036";"1"	
"F24111";"F24113036";"0"	
"F24112";"F24113036";"0"	
"F24113";"F24113037";"1"	
"F24111";"F24113037";"0"	
"F24112";"F24113037";"0"	
"F24113";"F24113038";"1"	
"F24111";"F24113038";"0"	
"F24112";"F24113038";"0"	
"F24113";"F24113039";"1"	
"F24111";"F24113039";"0"	
"F24112";"F24113039";"0"	
"F24113";"F24113040";"1"	
"F24111";"F24113040";"0"	
"F24112";"F24113040";"0"	
"F24113";"F24113041";"1"	
"F24111";"F24113041";"0"	
"F24112";"F24113041";"0"	
"F24113";"F24113042";"1"	
"F24111";"F24113042";"0"	
"F24112";"F24113042";"0"	
"F24113";"F24113043";"1"	
"F24111";"F24113043";"0"	
"F24112";"F24113043";"0"	
"F24113";"F24113044";"1"	
"F24111";"F24113044";"0"	
