nodeID,name,type,describe,DE_min,DE_max,DE_mean,DE_std,FE_min,FE_max,FE_mean,FE_std,BA_min,BA_max,BA_mean,BA_std
8,DE_BO_7,feature,驱动端滚动体故障_size7,-0.6070200798403194,0.6039338123752496,0.012607048538945315,0.13866162366530224,-0.38584363636363633,0.46535454545454547,0.03316230233905247,0.10555622564667481,-0.15439086053412465,0.1612312166172107,0.005553873491890257,0.03537718582261633
9,DE_BO_14,feature,驱动端滚动体故障_size14,-1.9635158483033932,2.2781526946107786,0.004687847769163018,0.15264165334126276,-0.48487272727272723,0.6383472727272727,0.03301112235564117,0.08471394609817727,-0.29498029673590503,0.35493400593471813,0.005640398794002314,0.04654662682880237
10,DE_BO_21,feature,驱动端滚动体故障_size21,-1.6178538922155687,1.6595997205588824,0.021386886852406948,0.1339168524056972,-0.5522618181818182,0.6408127272727273,0.03297045001084283,0.09387830626429902,-0.1723367359050445,0.1854138872403561,0.005600104073445901,0.04193971266639301
11,DE_IR_7,feature,驱动端内圈故障_size7,-1.3798864271457085,1.739030499001996,0.013443559443270714,0.2912159093347009,-1.1396563636363637,0.963170909090909,0.033019150380646435,0.24343999764901708,-0.34909958456973295,0.3720348961424333,0.006097540672688663,0.09037805984427884
12,DE_IR_14,feature,驱动端内圈故障_size14,-2.010784471057884,1.9342775249500999,0.03443323732391757,0.19481073437023055,-0.69156,0.6270472727272727,0.032946737177928016,0.11643753308323039,-0.29819928783382793,0.29630813056379823,0.0055249059368660675,0.05709537698124117
13,DE_IR_21,feature,驱动端内圈故障_size21,-3.3717472055888225,3.7879872255489024,0.014145791534112623,0.5251830255024031,-1.1285618181818182,1.1376018181818182,0.031288666940578906,0.22770763026266064,-0.41834813056379827,0.4459509792284867,0.005396747517336806,0.09256795232557234
14,DE_OR_7,feature,驱动端外圈故障_size7,-3.2600730538922154,3.34900628742515,0.007191644307658837,0.769382002698559,-0.7472381818181818,0.77744,0.03245137583999892,0.16798547331064176,-0.3973442136498517,0.38869317507418405,0.005392240166195985,0.0861577149175257
15,DE_OR_14,feature,驱动端外圈故障_size14,-0.5504385628742515,0.5505603592814372,0.014375473956965997,0.09964764219389394,-0.4822018181818182,0.5440436363636364,0.03232115518396546,0.1460367729798715,-0.17579715133531157,0.18110848664688428,0.005275166044836185,0.03830965270542241
16,DE_OR_21,feature,驱动端外圈故障_size21,-1.979434491017964,2.661174730538922,0.007820872240121363,0.31488586035338634,-1.2438218181818181,1.2532727272727273,0.0318177023719085,0.22280512036831102,-0.7341908803165184,0.6838012858555885,0.005506148413661344,0.14182001313330256
17,FE_IR_7,feature,风扇端内圈故障_size7,-0.6538013972055888,0.7173135329341317,0.003118854730740928,0.12244151420320488,-1.77410025974026,2.0022244155844158,0.015210729808472684,0.2735842444917341,-0.36391590504451043,0.3304301681503462,0.0073372657370724004,0.08980564415571576
18,FE_IR_14,feature,风扇端内圈故障_size14,-1.1385078243512974,0.9726615568862275,0.0037214966965969996,0.18352356369937448,-1.050054025974026,1.175579220779221,0.006754050179863565,0.17942853781938875,-0.5713503857566766,0.5952572700296737,0.005370619107934533,0.22880130412419558
19,FE_IR_21,feature,风扇端内圈故障_size21,-1.1357021538461538,1.0167913846153847,0.012092919125638655,0.20060048869028346,-1.9674327272727272,2.2575345454545452,0.03246790714320012,0.32103210441035396,-0.3014987537091988,0.3336484272997033,0.0052753545157499665,0.08501843494848893
20,FE_OR_7,feature,风扇端外圈故障_size7,-0.48077101796407185,0.4820701796407186,0.0034172030203425186,0.09950950211777623,-0.6658352847152847,0.6657946453546455,0.007246562676066836,0.12832660596757778,-0.2758272997032641,0.302826587537092,0.005343329162913224,0.0855062536940504
21,FE_OR_14,feature,风扇端外圈故障_size14,-1.1864261876247504,1.1735938123752494,0.003011836129444324,0.19943037528983903,-2.9291922077922083,3.1474792207792213,0.006271301613185021,0.4241594187065546,-0.43142528189910984,0.41279537091988133,0.005355605543774316,0.11295895006786898
22,FE_OR_21,feature,风扇端外圈故障_size21,-0.4887673053892216,0.4570112375249501,0.002633299604725318,0.10164208318910127,-0.8104667532467533,0.911521038961039,0.006200902287147179,0.16462826855891027,-0.34117281899109797,0.2979176261127597,0.0049022894977011015,0.1134739665359436
