nodeID,name,type,describe,DE_min,DE_max,DE_mean,DE_std,FE_min,FE_max,FE_mean,FE_std,BA_min,BA_max,BA_mean,BA_std
39,DE_BO_size7_load0,feature,驱动端滚动体故障_深度7_载荷0,-0.6070200798403194,0.6039338123752496,0.012607048538945315,0.13866162366530224,-0.38584363636363633,0.46535454545454547,0.03316230233905247,0.10555622564667481,-0.15439086053412465,0.1612312166172107,0.005553873491890257,0.03537718582261633
40,DE_BO_size7_load1,feature,驱动端滚动体故障_深度7_载荷1,-0.6596490618762475,0.6396695409181637,0.0038918351975728966,0.1390138554205349,-0.31146909090909086,0.3846109090909091,0.03298152460108872,0.08169519463434181,-0.133346706231454,0.1459812462908012,0.005192882417939361,0.03484332765906265
41,DE_BO_size7_load2,feature,驱动端滚动体故障_深度7_载荷2,-0.5667361676646706,0.6045835528942115,0.004564114986322725,0.14718109062277254,-0.32996,0.38625454545454546,0.03275877365912905,0.08554179226797054,-0.15427014836795253,0.16219691394658756,0.005721227972443957,0.03693250972948442
42,DE_BO_size7_load3,feature,驱动端滚动体故障_深度7_载荷3,-0.720562235528942,0.6715068263473054,0.0041997049833992234,0.1535774376611685,-0.4367963636363636,0.47644909090909093,0.032817589408847096,0.1212680079668234,-0.18336178041543028,0.2085906231454006,0.005747520177777901,0.045174962709693296
43,DE_BO_size14_load0,feature,驱动端滚动体故障_深度14_载荷0,-1.9635158483033932,2.2781526946107786,0.004687847769163018,0.15264165334126276,-0.48487272727272723,0.6383472727272727,0.03301112235564117,0.08471394609817727,-0.29498029673590503,0.35493400593471813,0.005640398794002314,0.04654662682880237
44,DE_BO_size14_load1,feature,驱动端滚动体故障_深度14_载荷1,-1.3038667864271458,1.3397649500998003,0.004524908126695453,0.14080526400287663,-0.3069490909090909,0.35481999999999997,0.03309395560537582,0.06720928549395326,-0.164973293768546,0.17905637982195846,0.005732403033131915,0.04611163396489381
45,DE_BO_size14_load2,feature,驱动端滚动体故障_深度14_载荷2,-1.3857340918163672,1.8390905389221557,0.004579320217186271,0.1433840406498964,-0.43104363636363635,0.46905272727272723,0.03283963991382374,0.07891387966721833,-0.258726409495549,0.33042943620178045,0.005655216541123929,0.04757922159641696
46,DE_BO_size14_load3,feature,驱动端滚动体故障_深度14_载荷3,-1.7128784431137725,1.9891805988023952,0.004535467952873973,0.13361739428910718,-0.6449218181818182,0.6475927272727273,0.03229779064470605,0.12734000941079052,-0.2404586350148368,0.3291820771513353,0.005613916613653817,0.05135845681001143
47,DE_BO_size21_load0,feature,驱动端滚动体故障_深度21_载荷0,-1.6178538922155687,1.6595997205588824,0.021386886852406948,0.1339168524056972,-0.5522618181818182,0.6408127272727273,0.03297045001084283,0.09387830626429902,-0.1723367359050445,0.1854138872403561,0.005600104073445901,0.04193971266639301
48,DE_BO_size21_load1,feature,驱动端滚动体故障_深度21_载荷1,-1.413510499001996,1.4747485429141716,0.004299993602986383,0.12897839638768582,-0.5892436363636363,0.5972563636363636,0.032394314172364304,0.07962366669533914,-0.18155109792284868,0.1550346587537092,0.005981401684534192,0.03534072982557802
49,DE_BO_size21_load2,feature,驱动端滚动体故障_深度21_载荷2,-0.530838003992016,0.6455172055888224,0.004558293934826358,0.10717203912292768,-0.40536181818181816,0.3991981818181818,0.032110316904553494,0.07711574518896419,-0.1645306824925816,0.15954124629080121,0.010010164636240498,0.035946059633422005
50,DE_BO_size21_load3,feature,驱动端滚动体故障_深度21_载荷3,-0.4931530538922156,0.5763198403193612,0.004460898822646841,0.11788020232927589,-0.3443418181818182,0.40659454545454543,0.03188028236779269,0.09322818986149163,-0.15881697329376857,0.2167185756676558,0.014867014069445184,0.04314198333119815
51,DE_IR_size7_load0,feature,驱动端内圈故障_深度7_载荷0,-1.3798864271457085,1.739030499001996,0.013443559443270714,0.2912159093347009,-1.1396563636363637,0.963170909090909,0.033019150380646435,0.24343999764901708,-0.34909958456973295,0.3720348961424333,0.006097540672688663,0.09037805984427884
52,DE_IR_size7_load1,feature,驱动端内圈故障_深度7_载荷1,-1.4029522155688623,1.5808186826347306,0.005800987756189141,0.2928348290041615,-1.1525999999999998,0.9668690909090909,0.03332700394440424,0.23770556539470192,-0.36153293768545997,0.3702644510385757,0.005677852401769095,0.09582424429921092
